Sample.Name,Wavelength,Genotype,Mean
971145,X1406.896872,X97,0.15098539916882125
971145,X1409.597249,X97,0.14878610684389118
971145,X1412.308012,X97,0.14176184714662768
971145,X1415.029221,X97,0.1317571039980605
971145,X1417.760937,X97,0.12017731989765125
971145,X1420.50322,X97,0.10793061505656089
971145,X1423.256133,X97,0.09560782826492133
971145,X1426.019736,X97,0.083582687239819
971145,X1428.794093,X97,0.07210691040239195
971145,X1431.579266,X97,0.061388417842060145
971145,X1434.375318,X97,0.05165229447694498
971145,X1437.182314,X97,0.04318093401691476
971145,X1440.000318,X97,0.036293454021224275
971145,X1442.829394,X97,0.03124910847608291
971145,X1445.669608,X97,0.028214366600948133
971145,X1448.521027,X97,0.027107115053867623
971145,X1451.383716,X97,0.027576069239388032
971145,X1454.257742,X97,0.029052644627235384
971145,X1457.143173,X97,0.03080732235563452
971145,X1460.040077,X97,0.03212262024671404
971145,X1462.948523,X97,0.03247885320405084
971145,X1465.868579,X97,0.031686514496337005
971145,X1468.800315,X97,0.02991638250377065
971145,X1471.743802,X97,0.027639886809415985
971145,X1474.69911,X97,0.02532393121740988
971145,X1477.66631,X97,0.02327197576599836
971145,X1480.645475,X97,0.021512482154169125
971145,X1483.636678,X97,0.01984203924262003
971145,X1486.63999,X97,0.018030795294117594
971145,X1489.655486,X97,0.01595752668444301
971145,X1492.68324,X97,0.013696696276126004
971145,X1495.723327,X97,0.011493532083063966
971145,X1498.775823,X97,0.009649234850247669
971145,X1501.840803,X97,0.008376462543632555
971145,X1504.918345,X97,0.007702575261258144
971145,X1508.008525,X97,0.007401676352079047
971145,X1511.111422,X97,0.007142587880305989
971145,X1514.227115,X97,0.006635323082848501
971145,X1517.355682,X97,0.005666324967140817
971145,X1520.497205,X97,0.004237475818250463
971145,X1523.651762,X97,0.002516453971127031
971145,X1526.819436,X97,7.616303409824944e-4
971145,X1530.000309,X97,-7.732647225812887e-4
971145,X1533.194463,X97,-0.0019234767706313666
971145,X1536.401982,X97,-0.002662402758026373
971145,X1539.62295,X97,-0.0031094229260936806
971145,X1542.857451,X97,-0.00348356234001307
971145,X1546.105571,X97,-0.0040072165928680265
971145,X1549.367396,X97,-0.004876865060870506
971145,X1552.643013,X97,-0.006189479799073473
971145,X1555.93251,X97,-0.00779137915158346
971145,X1559.235975,X97,-0.009305751550312321
971145,X1562.553497,X97,-0.01024483133376419
971145,X1565.885166,X97,-0.010178698289161858
971145,X1569.231074,X97,-0.00891407214824392
971145,X1572.591311,X97,-0.006611158213208423
971145,X1575.965969,X97,-0.0037828319613230615
971145,X1579.355142,X97,-0.0011636999973067207
971145,X1582.758923,X97,4.996365923292e-4
971145,X1586.177408,X97,7.285286694679002e-4
971145,X1589.610691,X97,-5.16833618831937e-4
971145,X1593.05887,X97,-0.0028507659448396305
971145,X1596.52204,X97,-0.005668541095669149
971145,X1600.0003,X97,-0.008336924787222475
971145,X1603.49375,X97,-0.010382135946455281
971145,X1607.002488,X97,-0.011596377279142395
971145,X1610.526615,X97,-0.012042516138224626
971145,X1614.066232,X97,-0.011980970270415975
971145,X1617.621443,X97,-0.011768382741866071
